X,Y,OBJECTID,GLOBALID,DAMAGE,STRUCTURETYPE
-13146557.6302,4052321.6471,1,da82e80c-ada4-4e58-9a42-07b20e48b868,No Damage,Single Family Residence Multi Story
-13148317.047,4053758.3879,2,a6839b8e-157a-41fb-8aab-b35095b1e4ea,No Damage,Single Family Residence Multi Story
-13148341.3622,4053763.9122,3,1fe4c4eb-8f02-4251-8487-1aaa27e14d25,Affected (1-9%),Single Family Residence Single Story
-13146578.1064148,4052321.98733626,4,db9534b1-cb22-4bef-a29d-1595d191c443,No Damage,Utility Misc Structure
-13146552.7991,4052332.6268,5,f76e2296-7507-4684-8231-68d501ef4fb1,No Damage,Single Family Residence Single Story
-13144773.0446,4050765.207,6,4c35650a-1ebc-49b7-8872-6a4af19c8c2f,No Damage,Single Family Residence Single Story
-13146598.2109,4052313.5663,7,4bacefd9-2959-469e-a8f5-aa70e89c3ba4,No Damage,Single Family Residence Multi Story
-13148349.9434,4053743.0889,8,f1f45836-a180-4141-a202-6e8b4a9beb6a,No Damage,Utility Misc Structure
-13150352.3796,4056261.1409,10,067696f6-c044-485d-89ba-508d82013df8,Destroyed (>50%),Single Family Residence Single Story
-13150480.8649,4056252.2653,11,224a5c01-506f-4254-b386-0b266f61a647,Destroyed (>50%),Single Family Residence Single Story
-13150519.3782,4056316.2786,12,cfb5ef9a-7f43-4d91-a7dc-27516cb987ff,Destroyed (>50%),Single Family Residence Single Story
-13150520.071,4056352.2712,13,4b521bfd-6ec8-401b-be65-e36e3bb975f4,Destroyed (>50%),Single Family Residence Single Story
-13146604.3426,4052338.4371,14,307cdbe6-e89a-46ac-b15a-4712748331e0,No Damage,Single Family Residence Single Story
-13146579.7184,4052331.635,15,c008e037-dbde-4bda-91ef-8229f0b12f6f,No Damage,Utility Misc Structure
-13144721.8511,4050848.0412,16,43dad5ce-e015-47f5-aa43-57d82db04a1d,No Damage,Single Family Residence Single Story
-13144732.8883,4050793.9193,17,44fa49b3-d099-4057-9606-4487f6349704,No Damage,Single Family Residence Single Story
-13146603.8769227,4052382.52605427,18,ba5c0bf8-5902-411e-9a12-c55c9dfbbd0d,Affected (1-9%),Single Family Residence Single Story
-13146578.5684,4052353.1165,19,e01b3aa2-5480-43e7-bcb0-7e79e74d961f,No Damage,Utility Misc Structure
-13146579.4084788,4052376.99335689,20,7aabc087-71a1-4cd1-8c77-a84c1bf77c03,No Damage,Single Family Residence Single Story
-13146605.6763,4052360.9476,21,02ab903e-9b3c-42a2-bf5c-16b786af9f28,No Damage,Single Family Residence Single Story
-13142995.9924,4051752.5328,22,08954358-3b2b-4b9f-850c-c7124606cad3,Destroyed (>50%),Utility Misc Structure
-13142945.9379,4051745.6383,23,b11dbb80-8faa-4a1e-b340-fa67f1619e10,No Damage,Single Family Residence Multi Story
-13143038.1972,4051783.372,24,9992e9b5-c9ae-4a82-ad09-8054fcbde261,Affected (1-9%),Single Family Residence Multi Story
-13143044.8798,4051836.8822,25,a6668d02-7eec-4b3f-ad4b-559395addb3b,Minor (10-25%),Single Family Residence Single Story
-13148372.9367,4053763.4569,26,ee194b6d-07b3-4e2c-bf1a-574cf5b93270,No Damage,Single Family Residence Single Story
-13148368.0284,4053740.8158,27,44de8beb-b086-47d3-b52d-7e5388bdfe8f,No Damage,Utility Misc Structure
-13144764.2401,4050871.2822,28,63d338a5-c6a2-4f65-b95e-3c6790e5ac78,No Damage,Single Family Residence Single Story
-13148288.6499,4053767.8501,29,72ce6a3b-c7f7-46fb-abae-828622b63e72,No Damage,Single Family Residence Single Story
-13148277.6675,4053739.8132,30,788e20b8-d299-43b7-ab58-6ee2666102da,No Damage,Utility Misc Structure
-13148684.0019,4053761.8279,31,71a84a2b-ff5c-4be1-9c8c-c9b8e6e8fee1,Destroyed (>50%),Single Family Residence Single Story
-13148457.6802,4053754.1583,32,3ba42758-342b-4f16-97ce-1f12c9777768,Destroyed (>50%),Single Family Residence Single Story
-13148488.6888,4053760.2516,33,f1fc1fca-04e2-4c79-a209-809537fdc5bc,Destroyed (>50%),Single Family Residence Single Story
-13148477.7634,4053740.0895,34,48ceb78e-d679-43f2-baa2-10584bf07205,Destroyed (>50%),Utility Misc Structure
-13148516.572,4053759.2244,35,a902a721-fe59-4736-9534-b0a016107887,Destroyed (>50%),Single Family Residence Single Story
-13148506.2191,4053738.8372,36,c37c2afb-687f-4c31-9748-5b1254762bef,Destroyed (>50%),Utility Misc Structure
-13148532.629,4053741.5376,37,64cb52d7-bddb-47bf-acbd-c376e22d74ac,No Damage,Utility Misc Structure
-13148543.1216,4053762.6561,38,82a1e9e1-8c71-4dec-87ea-11578bd137b4,No Damage,Single Family Residence Single Story
-13148571.0071,4053760.9067,39,56406883-cf13-41d4-ad40-61e3c14e9f36,Affected (1-9%),Single Family Residence Multi Story
-13153510.737,4054954.5811,40,2df73a22-f9de-443c-8ad4-bee3a4efbcae,Destroyed (>50%),Single Family Residence Single Story
-13153503.5379,4054875.6393,41,ab319bec-b84e-4572-b729-6553788b9f2c,Destroyed (>50%),Single Family Residence Single Story
-13153519.6261,4054879.7618,42,6f2cc961-c014-46bd-95f2-8b71fc238724,Destroyed (>50%),Single Family Residence Single Story
-13153512.0656,4054892.7661,43,07b2836d-0d6b-4acc-9d57-c955eea14715,Destroyed (>50%),Utility Misc Structure
-13153508.7502,4054910.4186,44,6383e383-7d35-475b-be1c-272a43d57a6c,Destroyed (>50%),Single Family Residence Single Story
-13148115.7382,4054104.5494,45,724bacd4-3dad-463c-81a4-b8373515686e,No Damage,Utility Misc Structure
-13148109.8007,4054098.9568,46,9964f11c-e259-4ef5-a566-bf8ce96e85be,No Damage,Single Family Residence Single Story
-13148135.0152,4054184.0732,47,d25b86a0-969d-4b66-a524-cb70741492de,No Damage,Single Family Residence Single Story
-13146601.5241,4052402.583,48,c635e18a-95bb-4830-b3ff-3b9ebd5233d4,Destroyed (>50%),Single Family Residence Single Story
-13153490.9587,4054957.217,49,a8fe2753-5715-4f4b-a669-75e20fed5353,Destroyed (>50%),Single Family Residence Single Story
-13153538.6733,4054881.1103,50,12966c33-4953-4f66-a834-5d2b3e8f4d73,Destroyed (>50%),Single Family Residence Single Story
-13153536.6475,4054902.1567,51,060da33a-d713-4c61-baaa-d24de8e953f5,Destroyed (>50%),Utility Misc Structure
-13153553.5448,4054893.8859,52,cd425763-f36e-4d29-879c-2583157a3a1c,Destroyed (>50%),Single Family Residence Single Story
-13153549.2592362,4054912.06520049,53,f6b02d30-d6bd-4dcd-af45-9b619f9534e9,No Damage,Single Family Residence Single Story
-13144818.3784,4050924.0863,54,03f77676-1631-42ce-9683-e48de385fec1,No Damage,Single Family Residence Single Story
-13144803.6848,4050947.7595,55,86857d1e-412b-4042-8244-40771065410a,No Damage,Utility Misc Structure
-13144856.9566,4050909.5514,56,1f12be74-37d5-42ec-b394-81ebb31ea1a0,No Damage,Single Family Residence Multi Story
-13146579.0668,4052400.9272,57,e494b667-dd82-41b2-a789-59b777a6561c,Affected (1-9%),Single Family Residence Single Story
-13150006.0403,4056191.3842,58,78d070f2-5f70-4cf8-8c05-4e69d2473e0a,Destroyed (>50%),Single Family Residence Single Story
-13150015.7216,4056164.544,59,34804d9e-bd21-4a0b-bcea-4b694a276520,Destroyed (>50%),Single Family Residence Single Story
-13150024.7704,4056142.2691,60,eb558611-8fcd-4db4-998b-3dba72d21481,Destroyed (>50%),Single Family Residence Single Story
-13150024.2376,4056111.7913,61,796de186-34eb-418d-a1fd-d3ec16e8112c,Destroyed (>50%),Single Family Residence Single Story
-13150025.5957,4056099.844,62,36922f45-4d8b-4961-a19a-3decfd4ce985,Destroyed (>50%),Single Family Residence Single Story
-13150029.33,4056066.0782,63,8c31bbc1-b2f9-49e2-826c-54f4e1e70aa3,Destroyed (>50%),Single Family Residence Single Story
-13149996.4012,4056064.8683,64,ea3cb02d-cfe0-4abc-a43f-a7908cfc8766,Destroyed (>50%),Single Family Residence Single Story
-13150063.777,4056178.8266,65,b79ad0f2-7394-44d7-bf34-87710197855e,Destroyed (>50%),Single Family Residence Single Story
-13150061.6311,4056155.828,66,ce62fead-7f03-4732-927d-299c0fe7163c,Destroyed (>50%),Single Family Residence Single Story
-13150064.149,4056141.7744,67,811c0c76-1faf-4699-973a-b3516cd703a1,Destroyed (>50%),Single Family Residence Single Story
-13150066.8695,4056115.4748,68,ab426b76-c83b-487b-a781-c7733848a0bf,Destroyed (>50%),Single Family Residence Single Story
-13150064.8745,4056099.3168,69,cca9b4b7-b72c-4d4a-8a1a-1905ea224af0,Destroyed (>50%),Single Family Residence Single Story
-13150072.3637,4056081.7827,70,5a8d8946-16b2-4341-8857-2977c8b1fa30,Destroyed (>50%),Single Family Residence Single Story
-13150059.4301,4056063.4095,71,2b847d54-a5a8-47bb-ad0c-d826632e510c,Destroyed (>50%),Single Family Residence Single Story
-13150083.8421,4056044.664,72,6c584a90-f83a-4a98-952d-92ce349f89f1,Destroyed (>50%),Single Family Residence Multi Story
-13150415.6623,4056359.2046,73,c018eac5-649c-4763-aa40-887e7dcea645,Destroyed (>50%),Single Family Residence Single Story
-13150362.228,4056363.1343,74,1cb3941b-0ac6-4548-a7b1-d4eac19b9a4e,Affected (1-9%),Single Family Residence Single Story
-13150347.663,4056382.0493,75,a3d5c338-4ecf-4a92-89ad-1b337bbeed2c,Destroyed (>50%),Utility Misc Structure
-13148394.5826,4053761.2088,76,388f3875-9cfb-49b7-a6d8-ef9aec421708,No Damage,Single Family Residence Single Story
-13148409.4048,4053742.8011,77,ba532481-52fd-470b-b2a2-1f65b7370844,No Damage,Utility Misc Structure
-13144811.7568,4050842.736,78,a27d2488-8579-4bf1-8719-d3ddfd58f791,No Damage,Single Family Residence Single Story
-13148151.4109,4054255.6203,80,9825dcb2-2d47-45d0-931b-414d1d9108f9,No Damage,Single Family Residence Single Story
-13144743.0809,4050739.71,81,a20dbf66-4c55-49f0-9e25-e26c1e5bcca0,No Damage,Single Family Residence Single Story
-13144738.0365,4050751.6603,82,cff44a59-eaba-45e2-90d4-fa6cc764ab16,No Damage,Single Family Residence Single Story
-13144756.2077,4050735.0385,83,7a57a910-9400-4705-a026-792a5fde1e88,No Damage,Single Family Residence Single Story
-13144845.2788,4050849.5085,84,fc8271b8-839d-4328-b677-68d623789eb2,No Damage,Single Family Residence Single Story
-13144772.1017,4050825.423,85,841aa0b2-ff00-4290-a180-16be0abde243,No Damage,Single Family Residence Single Story
-13148127.2444,4054256.8399,86,f5aa2662-7663-4e59-b12a-0f14151283d8,No Damage,Single Family Residence Single Story
-13148140.3108,4054276.4063,87,8f9763be-8c06-482b-bd27-1b2df479c1c4,No Damage,Single Family Residence Single Story
-13150126.6001,4056108.868,88,39ccd0c9-d452-4774-9857-82d4bd473bdc,Destroyed (>50%),Infrastructure
-13148599.2731,4053757.6341,89,6e50fd63-efa6-4d0b-b473-5561cb1d828f,Destroyed (>50%),Single Family Residence Multi Story
-13148589.0586,4053742.767,90,4ae05db7-7322-4e5f-b686-1307a86a6edd,Destroyed (>50%),Utility Misc Structure
-13148628.8461,4053764.3626,91,e35982ef-d8c8-4204-8fe6-6799c7a3642f,Destroyed (>50%),Single Family Residence Multi Story
-13148620.2364,4053738.0376,92,2cfef7bd-094e-4a94-9fdb-0108ef3a705a,Destroyed (>50%),Utility Misc Structure
-13148654.5858,4053763.1049,93,76253449-0d3c-4e0b-9b69-85067e6ba3a3,Destroyed (>50%),Single Family Residence Single Story
-13148661.3985,4053734.9346,94,370453c7-f522-4e3b-806c-33af21c8c647,Destroyed (>50%),Utility Misc Structure
-13150517.201,4056388.2363,95,d8b61e54-4dcc-4dbd-b6e9-20bca0bfc455,Destroyed (>50%),Single Family Residence Single Story
-13150518.5792,4056374.4648,96,796d4844-0d73-40b3-a8b3-f6d32bec90cd,Destroyed (>50%),Utility Misc Structure
-13146506.1736894,4052609.06686517,98,42c9ec25-4f62-4b1c-b4a9-70def97d2069,Destroyed (>50%),Commercial Building Single Story
-13150512.7926,4056426.8194,99,0605c0bd-0b0f-4d6d-a56b-8b87723db204,Destroyed (>50%),Single Family Residence Multi Story
-13150482.4401,4056454.8714,100,6a8c8de0-686d-438a-a156-8ff18b2f8d97,Destroyed (>50%),Single Family Residence Multi Story
-13148428.794,4053758.4886,101,5361dc75-d027-4b1a-97b2-1f72a90a55ef,Affected (1-9%),Single Family Residence Single Story
-13148435.8065,4053763.9578,102,5d842403-b167-427d-ab35-c2abad7fd4c3,No Damage,Utility Misc Structure
-13146641.4422628,4052572.45630319,103,ae442f3f-4b1a-4f30-8901-936cb4300eda,No Damage,Single Family Residence Single Story
-13144837.3288,4050783.4259,104,7b64d8a9-4061-4c89-a928-c3e11c88ad5c,Affected (1-9%),Single Family Residence Multi Story
-13146699.9865,4052693.526,105,4d567766-46bc-443c-a85c-44f6736768f0,No Damage,Single Family Residence Single Story
-13148157.7307,4054304.1695,106,964c674b-7cf4-45db-9024-51612e113613,No Damage,Single Family Residence Single Story
-13146660.2942021,4052595.36020638,107,35d35501-2739-44ec-b2cc-be37218b55c6,No Damage,Single Family Residence Single Story
-13148160.7268,4054330.0336,108,11ffee30-79cc-4a50-823f-41c64eba5e20,Affected (1-9%),Single Family Residence Single Story
-13148135.3742,4054325.0504,109,89f669f2-3260-4e5c-a969-6c788ad5caba,No Damage,Utility Misc Structure
-13146673.6503,4052616.5139,110,d7902259-f2ea-4f9b-b561-63629870b79a,No Damage,Single Family Residence Single Story
-13153479.8259,4054894.9192,111,e02acfba-68e3-4f09-8116-ff6a685a0110,No Damage,Single Family Residence Single Story
-13153470.287,4054861.1126,112,ced07ae0-27c4-4784-b75f-c6c9d2ffde80,No Damage,Single Family Residence Single Story
-13153457.243089,4054882.65313578,113,0188cfb6-f322-41aa-9f21-da60aede60ab,No Damage,Single Family Residence Single Story
-13153406.2062,4054826.3447,114,1ea6bde8-0071-4e94-9be1-83c976d08308,No Damage,Single Family Residence Single Story
-13153419.3877764,4054838.80168716,115,bfa9a0ab-2304-446b-a496-7f3d341552f2,No Damage,Utility Misc Structure
-13153418.8167,4054864.8479,116,da3e4f23-91a8-44fd-ae6d-74a6dc7430ef,No Damage,Single Family Residence Multi Story
-13153430.5614,4054884.4592,117,fb5ba377-5e74-4f3e-857b-b38bbc25898a,No Damage,Single Family Residence Multi Story
-13153422.6302,4054894.8011,118,2e344158-0d9b-4782-862b-02f8c0e91bed,No Damage,Single Family Residence Single Story
-13153410.3626,4054922.9649,119,f32bb9ee-f2dd-4375-b629-7ca3c734269f,No Damage,Single Family Residence Single Story
-13153434.0486,4054935.2528,120,dcb4b281-3556-4c43-a6d3-4dcc3a5c6454,No Damage,Single Family Residence Single Story
-13146657.0934,4052709.4461,121,38c75a51-e8c0-4408-bba1-5515ce208f47,No Damage,Single Family Residence Single Story
-13150503.1578,4056294.2839,122,987037e0-a0fd-40a8-b0e1-aa2c55ba6f00,Destroyed (>50%),Single Family Residence Single Story
-13150509.8236,4056273.875,123,36c872d0-5935-4802-b27e-b756797601b6,Destroyed (>50%),Utility Misc Structure
-13150454.5303,4056349.1801,124,63ac63af-e3ae-4803-b20f-fd89d7c3ac62,Destroyed (>50%),Single Family Residence Single Story
-13150389.505,4056357.1007,125,e9ed1321-32c7-48a1-8dd7-4c507d1b1dca,Destroyed (>50%),Single Family Residence Single Story
-13150384.2864,4056373.4902,126,214c3c12-d9f4-471c-996d-59b33ba14f16,Destroyed (>50%),Utility Misc Structure
-13150325.5287,4056372.7277,127,0a9e5cb3-ca62-42ec-85f9-71984d787a95,Destroyed (>50%),Single Family Residence Single Story
-13150324.4703,4056346.9955,128,155731dd-2b8a-4f76-a2a2-069e0387711f,Destroyed (>50%),Single Family Residence Single Story
-13150416.5165,4056476.186,129,4b442e06-d0ed-49a7-8913-da9541258c56,Destroyed (>50%),Single Family Residence Single Story
-13150394.8655,4056490.3348,130,465941ee-fc1c-4900-833c-a537f681e00e,No Damage,Single Family Residence Single Story
-13150414.6857,4056500.4486,131,d430fd1f-cffd-4ab7-830c-474719ca633d,Destroyed (>50%),Utility Misc Structure
-13150369.8343,4056506.3126,132,e0925153-ce92-4e14-b2b5-bc16cafa3ba6,No Damage,Single Family Residence Single Story
-13150360.5419,4056495.8667,133,39cb58ef-3d21-4a67-a9c3-c836c25413db,No Damage,Utility Misc Structure
-13150342.0614,4056524.2581,134,2616cad2-37e5-421e-bb5b-bacc516d60ba,Affected (1-9%),Single Family Residence Single Story
-13150365.4657,4056530.7621,135,6fb59ddd-7ec0-492f-bdd1-39f76b8800d6,Destroyed (>50%),Utility Misc Structure
-13144900.3666,4050865.2971,136,e945945a-31d0-45d7-8ef8-701ba17995a2,No Damage,Single Family Residence Multi Story
-13144975.0986,4050956.3541,137,e0294f93-4a98-437e-ad7f-3d245a96bccf,No Damage,Single Family Residence Multi Story
-13148181.4369,4054353.9324,138,226c5039-cb3c-44e7-b97e-f060dbcdb539,Destroyed (>50%),Utility Misc Structure
-13148178.3661,4054386.8388,139,e6f37516-7e4b-4ed2-8cad-0c1de0d55375,Affected (1-9%),Single Family Residence Single Story
-13144916.2046,4050893.4842,140,0209953c-319f-440e-9ca3-0a8b90999cec,No Damage,Single Family Residence Multi Story
-13144941.1575,4050920.3949,141,274f6136-569d-4e9e-a850-fd120f905269,No Damage,Single Family Residence Single Story
-13146661.9785,4052740.7878,142,26727774-4017-4a23-960f-ae60d87dcbf0,No Damage,Single Family Residence Single Story
-13143045.0236,4051863.8449,143,4deb51bc-6599-4379-b17f-70e0a16ccbe5,Affected (1-9%),Single Family Residence Single Story
-13143014.181,4051883.2217,144,d5f881ad-ceef-4a00-a9bd-84d6c30858e3,Affected (1-9%),Utility Misc Structure
-13143039.2662,4051892.7933,145,efba46df-3109-4264-85af-3f8ab66fbd11,No Damage,Single Family Residence Multi Story
-13143069.6187,4051948.8268,146,9be49dd8-7ce6-481d-a0f8-fc825aa8783f,No Damage,Single Family Residence Single Story
-13143049.3783,4051959.2333,147,dbce10c8-7d5e-42ba-92aa-f48daa3f4381,No Damage,Utility Misc Structure
-13143121.2708,4051945.8141,148,8b774825-0ec1-459d-8a77-262f49af3cb7,No Damage,Single Family Residence Single Story
-13143179.3525,4051945.9276,149,518ee3b9-701b-4831-961d-8d1c5f843671,No Damage,Single Family Residence Single Story
-13143186.4542,4051962.6956,150,6ed11ffe-ae3e-4fbf-a748-d14944df518d,No Damage,Utility Misc Structure
-13143032.6908,4051929.5727,151,221fca2c-10a6-4950-90be-06de0c446cea,No Damage,Single Family Residence Single Story
-13143036.2418,4051967.6888,152,00759030-e8e5-4734-a46e-4be278780f75,No Damage,Utility Misc Structure
-13143093.9286,4051946.1518,153,9dc62c5c-dec7-4e59-ac5a-819ee1786a16,No Damage,Single Family Residence Single Story
-13143143.8027,4051965.147,154,1e774a3f-3662-41a8-aed6-afe6b4e8cda3,Minor (10-25%),Utility Misc Structure
-13143154.7267,4051943.7637,155,dc50ca17-8395-4368-bd7a-9382c358ec2f,No Damage,Single Family Residence Single Story
-13143207.2368,4051944.9087,156,6ba008d4-ba75-4a31-b64f-e2d119e9d737,No Damage,Single Family Residence Single Story
-13146685.301,4052746.4699,157,bc69a71f-46a4-41c0-9c7e-a7c714e7fae1,No Damage,Utility Misc Structure
-13146676.0851,4052648.1775,158,a8e4918a-3525-46ce-901f-b7afae7d4464,No Damage,Single Family Residence Single Story
-13149964.7378,4056026.9351,159,592eb896-0ae7-4fe1-9193-646e27d7ba05,Destroyed (>50%),Single Family Residence Single Story
-13149946.0271,4056023.5772,160,b0cd8f2b-8fd9-4012-8e9f-bef92a0038a6,Destroyed (>50%),Single Family Residence Single Story
-13149927.1584,4056007.2212,161,ce3acc0e-69a1-49c3-816e-bd3d9d49f3a8,Destroyed (>50%),Single Family Residence Single Story
-13149906.7983,4055987.9594,162,fabd07f0-badc-44e1-b9fc-8b061f9d2c7e,Destroyed (>50%),Single Family Residence Single Story
-13149944.2354,4055965.5321,163,f56103df-5446-453d-b93e-43bb08814c22,Destroyed (>50%),Single Family Residence Single Story
-13149969.4992,4055983.4055,164,c07e3c13-6ef4-4bfd-877b-8895db25e9b8,Destroyed (>50%),Single Family Residence Single Story
-13149983.8974,4055993.0026,165,79573cd2-d256-450c-80ea-04ffa2effed9,Destroyed (>50%),Single Family Residence Single Story
-13146708.4543,4052728.6986,167,af21a8b8-3ccf-414d-a174-3520d9d96c2c,No Damage,Single Family Residence Single Story
-13150330.697,4056270.4135,168,540ebd4e-a520-47ca-bfd9-81867165c611,Destroyed (>50%),Utility Misc Structure
-13150313.4732,4056257.171,169,b70f13c9-3a19-4f0d-acc5-f919668534df,Destroyed (>50%),Utility Misc Structure
-13150445.3718,4056290.2531,170,298266b4-be2b-4a81-862b-33d20f50bae1,Destroyed (>50%),Single Family Residence Single Story
-13150375.7574,4056304.2291,171,8b5c7f69-da3c-4853-bfac-09a0cabd9252,Destroyed (>50%),Single Family Residence Single Story
-13150311.1497,4056329.297,172,2dc43f8e-8062-4b3d-aad0-4b79ae44615f,Minor (10-25%),Single Family Residence Single Story
-13150322.2633682,4056314.63410252,173,28e34b86-1a1b-487a-ab5e-55a44fbf47c9,No Damage,Single Family Residence Single Story
-13150428.2198,4056407.6957,174,c400f95c-a35d-4cca-b08f-5f989f0bb8cd,Destroyed (>50%),Single Family Residence Single Story
-13150366.1042,4056426.1027,175,3413d4b5-6a5b-46be-b83c-86c86cf17fec,Destroyed (>50%),Single Family Residence Single Story
-13150318.0001,4056470.9314,176,4526a896-26a9-4c54-ac6c-838ee69f552f,Destroyed (>50%),Single Family Residence Multi Story
-13150314.9289,4056499.513,177,725607c4-f5bc-4189-ba3b-57ebe6550486,Destroyed (>50%),Utility Misc Structure
-13150318.152,4056611.8282,178,22db8c94-ca6b-4511-b30f-f4938972ec16,Destroyed (>50%),Utility Misc Structure
-13146731.3625,4052764.5926,179,a4388800-9572-4c47-ae8a-881abe9c7e09,No Damage,Single Family Residence Single Story
-13148153.9175,4054449.3242,180,d907e4c9-9b56-4ff6-aeba-7186e3b9bd8e,Destroyed (>50%),Single Family Residence Multi Story
-13148131.2405,4054478.3493,181,5e2093da-d1de-4931-ac52-48ee98de1aaf,Destroyed (>50%),Utility Misc Structure
-13148180.5006,4054452.4298,182,b68a6d00-61c9-4ec5-a2de-5996d6011117,No Damage,Single Family Residence Single Story
-13146733.3404426,4052742.69351161,183,046f8f81-fc92-44d2-998b-c3c6aa52404f,No Damage,Utility Misc Structure
-13144873.5159,4050960.7072,184,6532f037-636b-4194-ba90-ac0d207a5e17,No Damage,Single Family Residence Multi Story
-13144905.9753,4051004.3722,185,6b41c750-464c-41ce-948c-d9bc52fd0364,No Damage,Single Family Residence Multi Story
-13148709.2022,4053760.4221,186,6083f482-dc7b-44e0-adbf-ca144d7d357d,No Damage,Single Family Residence Single Story
-13148681.8405,4053696.7711,187,0e48dba2-8463-4518-bca2-9c7db12b08a5,Affected (1-9%),Single Family Residence Single Story
-13148668.2447,4053718.3152,188,507a12ca-e2cf-4b1f-b68f-6dd05dea6c09,No Damage,Utility Misc Structure
-13148658.1917,4053694.521,189,528f988a-9f9e-487d-bfca-d3c5d825d75b,No Damage,Single Family Residence Single Story
-13148634.9045,4053697.1878,190,bce97b0a-536f-4fe3-ab03-3cffec2165fa,Minor (10-25%),Single Family Residence Single Story
-13148641.595,4053718.7515,191,20be2f76-7234-4df0-b999-661ec2dc5cc2,No Damage,Utility Misc Structure
-13148609.0227,4053699.2736,192,15aacdaa-74d1-42b1-bfa8-a9603b22f3d6,Destroyed (>50%),Single Family Residence Single Story
-13148616.6931,4053719.2248,193,719f4fcd-bf57-443e-a3ab-a061832c7a63,Affected (1-9%),Utility Misc Structure
-13148583.5149,4053701.5703,194,ab5690ac-c080-42e9-9183-e23949b25714,Destroyed (>50%),Single Family Residence Single Story
-13148592.2904,4053722.6702,195,a82f3607-6318-4d83-b8de-d88a9871532b,Destroyed (>50%),Utility Misc Structure
-13148564.9686,4053724.7831,196,636261f1-7750-4bf0-b9f9-b98207ea592e,No Damage,Utility Misc Structure
-13148556.9025,4053705.5689,197,67912c54-64c2-4598-92cd-ea9c3950c8a6,No Damage,Single Family Residence Single Story
-13148533.2766,4053704.4038,198,3ed5c93b-11f6-44be-a64e-4f8bf2f3fe5d,Destroyed (>50%),Single Family Residence Single Story
-13148502.192,4053713.9794,199,e78e4c63-31c8-498e-a6df-7d881588b5f7,Destroyed (>50%),Single Family Residence Single Story
-13146679.7541,4052672.9902,200,190ae197-130b-4d0a-8f5f-f22df6802322,No Damage,Single Family Residence Single Story
-13144890.9812,4051142.6877,201,b77ca445-d605-40e1-b95c-24adfdc3aa66,No Damage,Single Family Residence Multi Story
-13144892.8198,4051108.7087,202,239b2074-8b6b-48e2-aae7-1e6b7bff892f,No Damage,Single Family Residence Multi Story
-13150456.4782,4056466.0453,203,7d9ac8d6-831c-4c35-a824-d10db8d75054,No Damage,Single Family Residence Single Story
-13150324.768,4056557.6093,204,03df711f-d581-4e78-a321-4acaa1753436,No Damage,Single Family Residence Single Story
-13150340.7904,4056546.8615,205,ec67d981-37b1-4782-a957-ff8e8192d213,No Damage,Utility Misc Structure
-13153593.4267,4054850.2869,206,79558836-1175-4780-9e14-a762655bc5bc,No Damage,Single Family Residence Single Story
-13153618.7175,4054861.9882,207,d705e1b5-aa0a-4f5f-9cf0-1174f3456c09,No Damage,Single Family Residence Single Story
-13153644.1185,4054867.2663,208,80ae276e-7058-407a-bc6f-e689e4d4131d,No Damage,Single Family Residence Single Story
-13150391.6145,4056250.9582,209,5d0bc337-b5eb-4b6c-a49e-2e4fef65faa9,Destroyed (>50%),Single Family Residence Single Story
-13150423.5558,4056253.0732,210,c1d385ec-06b0-4294-9ae2-ebf61dda4616,Destroyed (>50%),Single Family Residence Single Story
-13150410.8228,4056300.8852,211,44a03aaa-cdb7-4ebf-ba55-906b4e55f187,Destroyed (>50%),Single Family Residence Single Story
-13150346.4332,4056301.4413,212,7f35f1b5-0430-402d-b6f4-c126376b23d6,Destroyed (>50%),Single Family Residence Single Story
-13150337.4276,4056302.607,213,89dc34c0-e91b-4399-90df-5a19ff30da0e,Minor (10-25%),Utility Misc Structure
-13150451.7171,4056401.7121,214,b536d603-add9-4859-858a-fc5e9b3b2029,Destroyed (>50%),Single Family Residence Single Story
-13150393.3603,4056417.9356,215,3bd4f710-51b4-4bc4-8623-79f3e48ec34b,Destroyed (>50%),Single Family Residence Single Story
-13150332.9793,4056441.9805,216,47ac6964-ea27-473f-aa83-3db62a3eab18,Destroyed (>50%),Single Family Residence Single Story
-13150318.6658,4056588.4864,217,5fb25073-4db7-4e0f-a45e-b2b78818021a,Destroyed (>50%),Single Family Residence Multi Story
-13153435.529,4054842.6751,219,6425ffbc-edfb-4527-953d-d4ac4d9a26e0,No Damage,Single Family Residence Single Story
-13153442.9393,4054842.9961,220,0f762680-07b4-41a2-8fc9-c12c4b4a6611,No Damage,Single Family Residence Single Story
-13153411.9878,4054774.0045,221,74fe7e19-832b-4cc2-931d-6effb65e69b4,No Damage,Commercial Building Single Story
-13153432.9334,4054714.7854,222,6fb13733-c667-4986-9eb2-ad71d6f94305,No Damage,Commercial Building Multi Story
-13153404.5455,4054692.9973,223,9ecba0e0-ea6b-419b-8970-0b336155ab07,No Damage,Commercial Building Single Story
-13153424.4441,4054674.7361,224,75ea1139-9c19-4112-94f0-01c6dec06799,No Damage,Commercial Building Single Story
-13153467.3849,4054792.7721,225,3aa23310-9117-4066-9df9-0d51eb244975,No Damage,Single Family Residence Single Story
-13153485.0208,4054798.1739,226,3dbc1ea9-3508-4129-b61e-632e4c1cfeb4,No Damage,Single Family Residence Multi Story
